Event,FieldStarID,RA,Dec,t_0,t_E,u_0,Isource,Ibase,Icat,Ctype,A_I,Related_event,table_year,ra_deg,dec_deg
KMT-2022-BLG-1334,SSO43T0808.014740,17:57:07.03,-28:09:25.49,9756.87526,24.74,0.178,20.73,18.2,18.2,1,1.99,,2022,269.2792916666666,-28.157080555555556
KMT-2022-BLG-1335,SAO02N0601.024429,17:56:03.51,-29:58:40.58,9772.11991,43.54,0.3,19.92,18.79,18.79,1,1.64,,2022,269.01462499999997,-29.977938888888886
KMT-2022-BLG-1336,SAO04K0605.087930,18:00:17.72,-29:25:59.70,9765.84975,18.34,0.173,20.07,20.0,20.67,1,1.26,MB22364,2022,270.0738333333333,-29.43325
KMT-2022-BLG-1337,BLG11M0307.012420,17:30:36.37,-29:04:31.87,9761.90947,19.41,0.024,19.69,19.8,19.8,2,2.36,,2022,262.6515416666666,-29.075519444444446
KMT-2022-BLG-1338,SAO12N0702.046489,17:28:22.70,-28:39:32.62,9756.51715,16.5,0.083,20.5,20.0,20.52,2,1.78,,2022,262.0945833333333,-28.65906111111111
KMT-2022-BLG-1339,SAO14M0304.040143,17:40:04.83,-28:26:57.05,9757.71047,18.18,0.095,22.36,20.0,21.52,2,4.33,,2022,265.02012499999995,-28.449180555555557
KMT-2022-BLG-1340,SAO14M0702.011384,17:37:38.14,-28:42:16.56,9756.90114,11.51,0.006,23.26,19.17,19.17,2,3.12,,2022,264.40891666666664,-28.7046
KMT-2022-BLG-1341,SAO14M0805.059522,17:37:18.16,-28:19:11.17,9758.06614,33.6,0.035,23.25,20.0,22.21,2,4.12,,2022,264.3256666666666,-28.319769444444443
KMT-2022-BLG-1342,SAO14N0804.043187,17:37:13.68,-29:30:48.92,9758.19884,10.98,0.108,21.92,20.0,21.34,2,3.66,,2022,264.30699999999996,-29.51358888888889
KMT-2022-BLG-1343,SAO16K0108.035935,17:36:27.90,-23:41:18.85,9762.74904,18.12,0.399,20.56,20.0,20.94,2,1.93,,2022,264.11625000000004,-23.688569444444443
KMT-2022-BLG-1344,SAO16N0408.046183,17:39:49.45,-24:45:06.05,9764.12235,16.27,0.148,20.08,20.0,21.0,2,2.15,,2022,264.95604166666664,-24.751680555555556
KMT-2022-BLG-1345,SAO17N0202.050543,17:48:31.53,-34:03:41.62,9759.6321,27.65,0.08,21.05,19.96,19.96,1,1.56,,2022,267.131375,-34.06156111111111
KMT-2022-BLG-1346,BLG20M0304.007676,17:49:09.11,-22:05:33.61,9759.07517,15.58,1.0,19.02,18.5,18.5,4,1.89,,2022,267.2879583333333,-22.092669444444443
KMT-2022-BLG-1347,SAO20T0103.042783,17:45:49.18,-23:16:35.80,9759.73859,15.81,0.199,20.84,19.69,19.69,1,1.46,,2022,266.45491666666663,-23.27661111111111
KMT-2022-BLG-1348,SAO34M0708.018665,18:04:45.12,-31:07:55.70,9755.25992,31.89,0.063,22.21,19.16,19.16,1,1.59,,2022,271.188,-31.13213888888889
KMT-2022-BLG-1349,SAO34T0205.065197,18:03:16.67,-32:36:53.89,9756.88822,98.11,0.002,24.01,20.0,21.01,1,0.84,,2022,270.8194583333333,-32.61496944444445
KMT-2022-BLG-1350,SAO36T0102.049330,18:15:39.29,-24:37:01.20,9759.44927,22.36,0.059,21.18,20.0,20.58,1,1.57,,2022,273.9137083333333,-24.617
KMT-2022-BLG-1351,SAO36T0601.008935,18:12:29.85,-24:40:19.74,9758.12686,13.86,0.196,20.98,19.69,19.69,4,2.43,,2022,273.124375,-24.672150000000002
KMT-2022-BLG-1352,BLG41K0305.076144,17:52:33.29,-30:38:09.82,9778.45272,43.06,0.071,20.47,20.0,20.65,1,2.14,MB22382,2022,268.1387083333333,-30.63606111111111
KMT-2022-BLG-1353,SAO02M0804.027166,17:54:46.25,-28:34:20.96,9764.61408,11.33,0.077,19.58,19.54,19.54,2,1.99,MB22356,2022,268.6927083333333,-28.572488888888888
KMT-2022-BLG-1354,SAO03K0702.020324,17:58:10.69,-27:40:35.80,9756.35569,52.8,0.451,21.27,18.85,18.85,1,1.98,,2022,269.54454166666665,-27.67661111111111
KMT-2022-BLG-1355,SAO11K0306.006060,17:25:44.21,-29:11:12.30,9808.98741,72.68,0.96,18.59,18.09,18.09,1,1.92,,2022,261.43420833333334,-29.18675
KMT-2022-BLG-1356,BLG12N0306.046603,17:30:56.28,-28:11:53.38,9757.3365,8.07,0.029,21.04,20.0,20.68,2,2.24,,2022,262.73449999999997,-28.198161111111112
KMT-2022-BLG-1357,SAO14M0105.000619,17:41:24.16,-28:15:08.82,9759.1523,6.1,0.102,20.33,16.53,16.53,2,3.93,,2022,265.35066666666665,-28.25245
KMT-2022-BLG-1358,BLG14N0803.004306,17:37:21.35,-29:39:16.49,9794.70228,47.03,0.938,18.48,18.59,18.59,2,3.84,,2022,264.3389583333333,-29.654580555555555
KMT-2022-BLG-1359,SAO14T0603.084259,17:33:24.69,-29:39:07.31,9765.03293,52.73,0.143,21.41,20.0,22.01,2,2.96,,2022,263.352875,-29.652030555555555
KMT-2022-BLG-1360,SAO21K0605.001487,17:50:49.50,-34:44:14.89,9789.68248,52.52,0.565,18.09,15.47,15.47,1,0.92,MB22317,2022,267.70624999999995,-34.73746944444444
KMT-2022-BLG-1361,SAO22N0205.065843,17:58:33.53,-33:45:18.72,9763.63439,11.75,0.788,19.92,20.0,21.55,2,0.88,,2022,269.6397083333333,-33.7552
KMT-2022-BLG-1362,SAO22T0808.027735,17:50:00.56,-33:18:58.07,9757.68467,17.59,0.044,21.82,19.97,19.97,2,1.85,,2022,267.5023333333333,-33.31613055555555
KMT-2022-BLG-1363,BLG32T0407.010037,18:09:19.22,-28:08:30.08,9756.78251,13.41,0.339,20.29,18.06,18.06,1,0.85,,2022,272.3300833333333,-28.14168888888889
KMT-2022-BLG-1364,SAO32T0504.048743,18:08:38.38,-28:30:06.98,9755.80672,15.1,0.009,20.36,19.42,19.42,1,0.97,MB22336,2022,272.1599166666666,-28.50193888888889
KMT-2022-BLG-1365,BLG36M0601.035993,18:17:30.55,-23:38:11.18,9758.25072,14.44,0.27,19.68,19.69,19.69,1,1.05,,2022,274.3772916666667,-23.63643888888889
KMT-2022-BLG-1366,SAO01K0105.015717,17:53:51.53,-30:31:00.80,9780.11958,16.0,0.092,18.29,18.21,18.21,1,1.57,MB22373,2022,268.4647083333333,-30.51688888888889
KMT-2022-BLG-1367,SAO02K0405.006076,17:52:21.53,-28:27:27.86,9758.06969,31.61,0.178,21.15,17.96,17.96,2,3.1,,2022,268.0897083333333,-28.457738888888887
KMT-2022-BLG-1368,SAO03K0204.043843,18:00:58.27,-27:29:13.70,9760.29677,21.93,0.04,22.23,19.28,19.28,1,1.47,,2022,270.2427916666666,-27.48713888888889
KMT-2022-BLG-1369,SAO03T0108.013509,18:01:41.16,-28:04:53.90,9762.03696,2.88,0.709,18.54,17.95,17.95,1,1.27,MB22349,2022,270.4214999999999,-28.08163888888889
KMT-2022-BLG-1370,BLG04K0601.033250,18:00:38.27,-29:56:53.59,9777.19554,36.9,0.135,19.86,18.84,18.84,1,0.99,,2022,270.1594583333333,-29.948219444444444
KMT-2022-BLG-1371,SAO04M0704.022602,18:04:42.62,-29:32:12.52,9758.25951,42.43,0.148,21.61,18.46,18.46,1,0.85,,2022,271.1775833333333,-29.536811111111113
KMT-2022-BLG-1372,BLG04T0303.051679,18:02:07.77,-30:45:40.28,9760.2582,45.67,0.023,23.08,20.0,20.07,1,1.41,,2022,270.532375,-30.76118888888889
KMT-2022-BLG-1373,BLG11K0305.023756,17:25:56.23,-29:16:44.00,9762.31519,23.0,0.926,19.31,19.36,19.36,1,1.79,,2022,261.48429166666665,-29.278888888888886
KMT-2022-BLG-1374,SAO12M0507.078479,17:29:28.79,-26:56:33.22,9754.15902,17.5,0.406,20.65,20.0,25.0,3,2.91,,2022,262.36995833333333,-26.94256111111111
KMT-2022-BLG-1375,SAO13N0401.009688,17:38:03.56,-35:20:26.66,9807.48957,71.99,0.161,19.48,19.47,19.47,2,2.29,,2022,264.5148333333333,-35.34073888888889
KMT-2022-BLG-1376,SAO14T0703.000688,17:33:05.58,-29:40:23.02,9758.85447,103.74,0.007,23.57,16.25,16.25,2,2.65,,2022,263.27325,-29.673061111111114
KMT-2022-BLG-1377,BLG15M0107.004195,17:41:19.18,-25:57:28.08,9759.91527,0.81,0.761,18.28,17.99,17.99,2,2.82,,2022,265.3299166666667,-25.9578
KMT-2022-BLG-1378,BLG15M0401.027707,17:39:29.38,-26:37:31.80,9767.17705,12.73,0.559,19.95,20.0,20.77,2,2.84,,2022,264.8724166666666,-26.6255
KMT-2022-BLG-1379,SAO15N0803.097846,17:37:14.29,-27:32:28.79,9761.82464,8.7,0.505,20.53,20.0,25.0,3,3.42,,2022,264.30954166666663,-27.541330555555557
KMT-2022-BLG-1380,BLG16M0404.053588,17:39:37.92,-24:11:00.67,9760.49719,10.0,0.137,21.55,20.0,20.77,2,1.6,,2022,264.90799999999996,-24.183519444444446
KMT-2022-BLG-1381,BLG16T0604.005429,17:33:41.93,-25:18:12.60,9769.45842,14.64,0.116,20.1,20.0,20.72,2,4.55,,2022,263.42470833333334,-25.3035
KMT-2022-BLG-1382,SAO17K0704.019794,17:40:40.11,-32:48:22.25,9766.55348,38.3,0.015,21.83,20.0,21.09,2,4.32,,2022,265.167125,-32.80618055555555
KMT-2022-BLG-1383,BLG17N0308.015105,17:47:57.88,-33:24:51.30,9777.87551,23.96,0.313,18.93,18.74,18.74,1,1.74,MB22385,2022,266.99116666666663,-33.414249999999996
KMT-2022-BLG-1384,BLG17N0604.060323,17:46:27.28,-33:56:04.81,9759.64413,27.68,0.011,22.83,20.0,20.04,1,1.49,,2022,266.61366666666663,-33.93466944444444
KMT-2022-BLG-1385,SAO18M0802.053723,17:46:14.31,-26:28:40.40,9767.71044,154.85,0.006,23.3,20.0,21.9,2,3.91,,2022,266.559625,-26.477888888888888
KMT-2022-BLG-1386,SAO18T0804.077781,17:41:36.20,-27:25:06.60,9760.92074,17.43,0.079,22.13,20.0,22.25,2,3.52,,2022,265.4008333333333,-27.4185
KMT-2022-BLG-1387,SAO31T0404.026742,18:11:23.51,-26:29:40.42,9759.24618,7.46,0.057,20.99,18.93,18.93,1,1.01,MB22350,2022,272.84795833333334,-26.49456111111111
KMT-2022-BLG-1388,BLG34K0403.038740,18:01:58.75,-31:45:07.42,9800.50595,57.24,0.381,19.53,19.63,19.63,1,1.05,,2022,270.49479166666663,-31.75206111111111
KMT-2022-BLG-1389,BLG34M0105.050447,18:08:22.18,-31:30:15.19,9762.12801,28.38,0.053,21.32,20.0,20.52,1,0.71,,2022,272.0924166666666,-31.504219444444445
KMT-2022-BLG-1390,BLG35N0808.009082,18:04:34.96,-25:54:45.58,9763.56347,10.33,0.216,18.99,18.94,18.94,2,4.26,,2022,271.14566666666667,-25.91266111111111
KMT-2022-BLG-1391,BLG38T0605.013770,17:51:44.55,-23:00:19.19,9759.65203,8.18,0.035,21.66,19.37,19.37,4,2.18,,2022,267.93562499999996,-23.005330555555556
KMT-2022-BLG-1392,SAO42N0406.067152,17:56:43.81,-29:30:37.91,9763.47049,25.85,0.029,21.01,19.57,19.57,1,1.55,,2022,269.1825416666667,-29.510530555555555
KMT-2022-BLG-1393,SAO43K0103.000864,18:01:29.71,-27:42:34.09,9773.07535,80.25,0.96,16.09,14.74,14.74,1,1.41,MB22335,2022,270.3737916666666,-27.709469444444444
KMT-2022-BLG-1394,SAO43T0802.002166,17:57:23.17,-28:52:53.51,9764.38282,3.8,0.953,15.93,15.58,15.58,1,1.41,MB22355,2022,269.3465416666666,-28.881530555555557
KMT-2022-BLG-1395,BLG01T0802.050440,17:49:42.99,-31:56:42.65,9761.38352,27.62,0.025,23.28,20.0,22.82,2,5.0,,2022,267.42912499999994,-31.945180555555556
KMT-2022-BLG-1396,BLG02T0507.041410,17:51:36.19,-29:17:10.00,9761.05937,5.42,0.106,21.63,20.0,20.1,1,3.36,,2022,267.90079166666663,-29.28611111111111
KMT-2022-BLG-1397,BLG11M0108.099779,17:31:56.99,-28:54:09.14,9764.71824,24.06,0.188,21.44,20.0,25.0,3,2.78,,2022,262.9874583333333,-28.902538888888888
KMT-2022-BLG-1398,SAO14K0505.005228,17:34:14.37,-28:17:59.46,9832.83172,76.23,0.094,19.3,18.08,18.08,2,2.81,,2022,263.559875,-28.299850000000003
KMT-2022-BLG-1399,BLG16T0404.003138,17:34:44.61,-25:18:01.22,9773.62325,18.1,0.464,19.9,19.95,19.95,2,4.54,,2022,263.68587499999995,-25.30033888888889
KMT-2022-BLG-1400,BLG17T0108.002534,17:44:28.22,-33:20:39.52,9762.32849,24.43,0.028,22.61,16.81,16.81,1,2.4,,2022,266.1175833333333,-33.34431111111111
KMT-2022-BLG-1401,BLG20N0503.018169,17:47:50.82,-23:21:13.72,9810.96143,79.24,0.397,18.52,18.78,18.78,1,1.5,,2022,266.96175,-23.353811111111114
KMT-2022-BLG-1402,BLG33N0208.000709,18:17:18.30,-30:11:07.33,9792.28148,17.86,0.194,15.8,15.77,15.77,2,0.39,,2022,274.32625,-30.185369444444444
KMT-2022-BLG-1403,SAO35M0804.015433,18:04:30.69,-25:17:47.51,9760.35805,4.18,0.316,20.16,20.0,20.47,2,3.45,,2022,271.12787499999996,-25.296530555555556
KMT-2022-BLG-1404,SAO37N0806.016704,17:45:08.10,-35:40:55.42,9771.53105,16.14,0.89,19.08,19.14,19.14,1,1.21,,2022,266.28375,-35.68206111111111
KMT-2022-BLG-1405,BLG02K0203.013723,17:53:24.74,-28:35:56.54,9761.69584,20.02,0.022,23.78,18.64,18.64,2,2.69,,2022,268.35308333333325,-28.599038888888888
KMT-2022-BLG-1406,BLG02N0102.074600,17:59:07.44,-29:51:56.41,9767.1841,20.12,0.278,19.44,19.63,19.63,1,1.09,,2022,269.781,-29.865669444444446
KMT-2022-BLG-1407,BLG02N0802.109301,17:54:45.11,-29:51:23.80,9766.47825,14.5,0.058,20.48,20.0,20.59,1,1.28,MB22358,2022,268.6879583333333,-29.856611111111114
KMT-2022-BLG-1408,SAO02T0704.004452,17:50:30.85,-29:35:33.61,9775.38969,11.27,0.764,17.12,17.1,17.1,1,3.11,,2022,267.6285416666666,-29.592669444444443
KMT-2022-BLG-1409,SAO03M0508.007936,18:04:15.10,-26:53:30.98,9765.41512,51.35,0.002,23.35,17.6,17.6,1,1.32,,2022,271.06291666666664,-26.891938888888888
KMT-2022-BLG-1410,SAO03N0107.007175,18:06:23.92,-28:07:23.81,9783.6994,23.17,0.622,18.16,17.4,17.4,1,0.97,MB22409,2022,271.5996666666666,-28.123280555555557
KMT-2022-BLG-1411,BLG04N0207.001446,18:07:49.25,-30:19:23.70,9776.27748,13.97,1.0,16.95,15.58,15.58,1,0.89,,2022,271.9552083333333,-30.323249999999998
KMT-2022-BLG-1412,BLG12N0106.020422,17:32:02.59,-28:13:35.08,9771.23121,20.11,0.533,20.1,20.0,20.14,2,2.32,,2022,263.0107916666667,-28.22641111111111
KMT-2022-BLG-1413,SAO13T0302.004011,17:33:22.25,-35:15:32.80,9786.69652,41.07,0.031,20.03,20.0,20.18,2,6.26,,2022,263.3427083333333,-35.25911111111111
KMT-2022-BLG-1414,SAO15K0104.090940,17:36:23.07,-26:21:00.65,9762.10088,9.66,0.029,22.21,20.0,22.89,2,3.12,,2022,264.096125,-26.350180555555557
KMT-2022-BLG-1415,BLG15N0303.014679,17:40:06.34,-27:33:00.40,9769.8158,10.9,0.6,19.7,19.65,19.65,2,2.98,,2022,265.02641666666665,-27.55011111111111
KMT-2022-BLG-1416,BLG19M0601.036940,17:47:32.31,-24:29:33.76,9767.39501,43.96,0.021,22.05,20.0,20.9,2,2.41,,2022,266.88462499999997,-24.492711111111113
KMT-2022-BLG-1417,BLG20N0504.040898,17:48:05.19,-23:09:29.48,9778.35581,41.6,0.511,20.39,19.71,19.71,1,1.82,,2022,267.02162500000003,-23.158188888888887
KMT-2022-BLG-1418,SAO20N0604.047681,17:47:41.57,-23:13:32.70,9773.78675,18.69,0.324,19.72,19.74,19.74,1,1.68,,2022,266.9232083333333,-23.225749999999998
KMT-2022-BLG-1419,SAO21K0506.018832,17:51:23.54,-34:36:25.49,9754.78855,51.27,0.39,21.17,18.59,18.59,1,0.93,,2022,267.84808333333336,-34.607080555555555
KMT-2022-BLG-1420,BLG21N0303.013913,17:58:11.80,-36:06:41.36,9775.02656,22.25,0.014,19.27,19.15,19.15,4,0.64,,2022,269.5491666666666,-36.11148888888889
KMT-2022-BLG-1421,BLG35N0406.030912,18:06:57.12,-26:12:07.42,9763.19643,40.35,0.039,23.01,19.53,19.53,1,1.72,,2022,271.738,-26.20206111111111
KMT-2022-BLG-1422,BLG41T0608.018787,17:50:48.81,-31:22:33.71,9766.06683,20.22,0.798,20.05,20.0,20.89,2,3.25,,2022,267.70337499999994,-31.376030555555555
KMT-2022-BLG-1423,SAO42N0106.061866,17:58:46.83,-29:32:50.78,9768.91813,12.36,0.487,19.39,19.45,19.45,1,1.34,,2022,269.6951249999999,-29.54743888888889
KMT-2022-BLG-1424,BLG43N0401.074466,18:04:43.24,-29:05:10.00,9765.19908,13.98,0.091,21.04,19.82,19.82,1,0.9,,2022,271.18016666666665,-29.08611111111111
KMT-2022-BLG-1425,BLG03N0805.097078,18:02:29.43,-28:27:05.40,9765.82833,5.07,0.324,20.14,20.0,20.43,1,1.06,,2022,270.622625,-28.4515
KMT-2022-BLG-1426,SAO11M0403.012831,17:30:07.55,-29:35:22.27,9777.07461,13.49,0.635,19.24,19.28,19.28,2,2.23,,2022,262.5314583333333,-29.589519444444445
KMT-2022-BLG-1427,BLG11N0405.033106,17:30:30.41,-30:25:42.56,9774.60436,27.86,0.197,20.43,20.0,20.39,2,2.43,,2022,262.62670833333334,-30.42848888888889
KMT-2022-BLG-1428,BLG12N0604.000879,17:29:07.50,-28:27:13.46,9822.77232,34.0,0.617,16.52,16.4,16.4,2,2.12,,2022,262.28125,-28.45373888888889
KMT-2022-BLG-1429,SAO20T0105.025335,17:45:21.17,-23:02:50.60,9781.20367,184.6,0.089,21.88,19.19,19.19,1,1.61,,2022,266.33820833333334,-23.04738888888889
KMT-2022-BLG-1430,BLG21N0307.000338,17:58:04.87,-35:39:45.29,9870.8647,55.19,0.083,14.78,14.79,14.79,1,0.76,,2022,269.52029166666665,-35.66258055555556
KMT-2022-BLG-1431,BLG01K0303.068005,17:52:44.71,-30:42:28.58,9790.56428,98.63,0.321,20.36,19.97,19.97,1,1.86,,2022,268.18629166666665,-30.707938888888886
KMT-2022-BLG-1432,BLG02N0408.019721,17:57:21.11,-29:07:51.71,9765.43615,18.77,0.081,22.24,18.62,18.62,1,1.6,,2022,269.3379583333333,-29.131030555555554
KMT-2022-BLG-1433,BLG02N0603.023627,17:56:08.07,-29:44:41.21,9780.71981,18.09,0.48,18.53,18.5,18.5,1,1.51,MB22388,2022,269.033625,-29.744780555555558
KMT-2022-BLG-1434,SAO03M0503.043754,18:04:08.23,-27:35:22.99,9779.82894,42.89,0.571,19.14,19.14,19.14,1,1.01,,2022,271.0342916666666,-27.589719444444444
KMT-2022-BLG-1435,SAO12K0403.048114,17:25:16.67,-27:25:56.71,9763.66588,2.71,0.463,20.01,20.0,20.71,2,1.72,,2022,261.3194583333333,-27.432419444444445
KMT-2022-BLG-1436,BLG12N0104.039622,17:32:03.86,-28:27:03.46,9765.75248,4.82,0.063,19.99,20.0,20.62,2,2.48,,2022,263.01608333333337,-28.45096111111111
KMT-2022-BLG-1437,BLG14N0807.030706,17:37:03.00,-29:07:09.16,9769.31628,36.55,0.199,22.01,20.0,20.84,2,3.3,,2022,264.2625,-29.119211111111113
KMT-2022-BLG-1438,SAO17N0501.068653,17:47:08.89,-34:13:58.01,9768.08192,22.01,0.009,21.1,20.0,20.53,1,1.58,MB22361,2022,266.78704166666665,-34.23278055555556
KMT-2022-BLG-1439,BLG18K0808.017225,17:41:28.86,-25:48:04.97,9764.35627,12.63,0.841,19.95,19.93,19.93,2,2.55,,2022,265.37024999999994,-25.801380555555557
KMT-2022-BLG-1440,BLG22M0103.007429,17:59:01.08,-32:49:16.39,9775.13606,12.72,0.121,19.19,18.23,18.23,1,1.28,MB22380,2022,269.75449999999995,-32.821219444444445
KMT-2022-BLG-1441,BLG33K0306.024057,18:11:46.07,-29:14:30.91,9772.45997,15.16,0.728,18.79,18.81,18.81,1,0.55,,2022,272.9419583333333,-29.241919444444445
KMT-2022-BLG-1442,SAO36T0407.005241,18:13:48.33,-23:58:09.95,9769.95493,80.18,0.122,20.12,18.72,18.72,4,1.99,,2022,273.451375,-23.969430555555554
KMT-2022-BLG-1443,BLG42M0205.066411,17:58:02.01,-28:28:31.69,9765.2136,25.23,0.309,20.96,19.91,19.91,1,1.73,,2022,269.50837499999994,-28.475469444444443
KMT-2022-BLG-1444,SAO43K0403.009062,17:59:37.85,-27:40:27.41,9802.05617,24.88,0.409,17.64,17.68,17.68,1,1.93,,2022,269.9077083333333,-27.67428055555556
KMT-2022-BLG-1445,BLG01K0307.069149,17:53:00.16,-30:13:13.80,9766.95635,38.69,0.061,22.45,20.0,20.36,2,1.53,,2022,268.25066666666663,-30.220499999999998
KMT-2022-BLG-1446,BLG01N0106.013815,17:59:11.22,-31:30:23.51,9767.37754,11.6,0.098,21.86,18.74,18.74,1,1.69,,2022,269.79675,-31.506530555555557
KMT-2022-BLG-1447,BLG01T0404.041704,17:52:20.55,-31:43:54.91,9766.57093,9.17,0.182,19.94,20.0,20.07,1,2.33,,2022,268.085625,-31.731919444444443
KMT-2022-BLG-1448,BLG11K0408.024626,17:25:33.60,-28:58:25.32,9771.30243,21.68,0.109,22.58,20.0,20.16,2,1.95,,2022,261.39,-28.973699999999997
KMT-2022-BLG-1449,SAO14K0505.091467,17:33:54.67,-28:19:49.33,9771.2523,15.27,0.102,20.93,20.0,21.85,2,2.68,,2022,263.47779166666663,-28.330369444444443
KMT-2022-BLG-1450,SAO14N0706.048529,17:37:41.67,-29:19:46.27,9774.73195,26.05,0.013,21.03,20.0,21.81,2,3.92,,2022,264.42362499999996,-29.329519444444443
KMT-2022-BLG-1451,SAO15M0406.000927,17:39:23.65,-25:59:53.23,9768.73569,9.1,0.999,17.41,16.63,16.63,2,2.96,,2022,264.8485416666666,-25.998119444444445
KMT-2022-BLG-1452,BLG15T0302.020495,17:35:00.54,-27:36:21.38,9772.70004,18.61,0.203,20.08,20.0,20.23,2,2.57,,2022,263.75224999999995,-27.60593888888889
KMT-2022-BLG-1453,BLG17T0208.013800,17:43:46.75,-33:21:05.58,9772.75056,71.89,0.489,21.46,20.0,20.37,2,3.52,,2022,265.9447916666666,-33.35155
KMT-2022-BLG-1454,BLG18K0802.009024,17:41:37.47,-26:33:58.21,9766.03892,30.53,0.029,23.51,19.54,19.54,2,3.37,,2022,265.406125,-26.566169444444444
KMT-2022-BLG-1455,SAO19K0501.015617,17:43:30.02,-24:32:53.99,9766.5047,19.95,0.053,21.85,19.38,19.38,1,2.29,,2022,265.8750833333333,-24.54833055555556
KMT-2022-BLG-1456,BLG34K0408.045962,18:01:48.45,-31:13:15.10,9765.97468,91.58,0.03,23.48,19.75,19.75,1,1.34,,2022,270.4518749999999,-31.22086111111111
KMT-2022-BLG-1457,SAO41K0207.076602,17:53:14.32,-30:26:35.09,9770.30003,12.74,0.141,20.34,20.0,20.26,1,1.85,,2022,268.3096666666666,-30.443080555555557
KMT-2022-BLG-1458,SAO42K0203.005478,17:53:08.46,-28:45:26.06,9753.17756,5.33,0.448,18.86,17.4,17.4,2,2.6,MB22329,2022,268.28524999999996,-28.75723888888889
KMT-2022-BLG-1459,SAO42K0203.058181,17:53:02.29,-28:44:23.71,9768.68525,13.82,0.314,20.08,20.0,20.76,2,2.65,,2022,268.2595416666666,-28.739919444444446
KMT-2022-BLG-1460,SAO43K0806.001661,17:57:18.23,-27:19:17.94,9789.61951,23.98,0.23,18.18,17.13,17.13,2,3.25,,2022,269.3259583333333,-27.321649999999998
KMT-2022-BLG-1461,BLG01M0702.097629,17:55:37.94,-30:54:59.40,9768.03154,9.0,0.285,20.28,20.0,20.58,1,1.31,,2022,268.9080833333333,-30.9165
KMT-2022-BLG-1462,BLG01M0708.067478,17:55:10.80,-30:05:18.31,9767.85373,5.63,0.015,21.28,19.68,19.68,1,1.42,,2022,268.795,-30.088419444444444
KMT-2022-BLG-1463,BLG01T0603.033254,17:51:00.09,-31:56:07.98,9765.47324,7.35,0.492,19.91,20.0,21.05,2,2.78,,2022,267.750375,-31.93555
KMT-2022-BLG-1464,SAO04T0304.015669,18:02:29.37,-30:43:28.09,9771.89436,8.13,0.61,18.61,18.65,18.65,1,1.41,,2022,270.622375,-30.72446944444444
KMT-2022-BLG-1465,BLG14K0805.006795,17:32:34.64,-28:15:33.30,9771.24223,9.08,0.907,19.01,18.63,18.63,2,2.52,,2022,263.14433333333335,-28.25925
KMT-2022-BLG-1466,BLG14M0308.008916,17:39:55.49,-27:52:17.94,9782.41367,22.02,0.283,19.94,19.09,19.09,2,3.4,,2022,264.9812083333333,-27.87165
KMT-2022-BLG-1467,BLG15N0507.028565,17:38:55.42,-26:58:37.06,9803.55271,52.85,0.317,19.94,20.0,20.54,2,2.9,,2022,264.7309166666666,-26.97696111111111
KMT-2022-BLG-1468,SAO17K0302.009149,17:43:15.65,-33:02:48.01,9767.66775,7.08,0.227,19.38,19.14,19.14,2,3.76,,2022,265.81520833333326,-33.04666944444444
KMT-2022-BLG-1469,BLG17T0105.059949,17:44:12.68,-33:44:08.92,9776.64635,43.91,0.174,21.0,20.0,20.65,1,2.44,,2022,266.05283333333335,-33.73581111111111
KMT-2022-BLG-1470,SAO17T0506.007455,17:41:36.76,-33:34:10.45,9767.45489,100.7,0.002,23.07,19.05,19.05,2,2.69,,2022,265.40316666666666,-33.56956944444445
KMT-2022-BLG-1471,BLG18M0702.008077,17:46:46.62,-26:33:53.86,9767.68046,22.33,0.037,21.87,19.69,19.69,4,4.21,,2022,266.69424999999995,-26.564961111111113
KMT-2022-BLG-1472,SAO19T0205.071785,17:44:47.28,-25:09:23.26,9765.44546,35.2,0.051,21.98,20.0,21.41,2,2.5,,2022,266.19699999999995,-25.15646111111111
KMT-2022-BLG-1473,BLG20K0801.014602,17:41:47.04,-22:22:33.89,9779.65247,43.14,0.173,20.45,19.15,19.15,1,1.55,,2022,265.44599999999997,-22.376080555555557
KMT-2022-BLG-1474,BLG22K0807.037399,17:49:55.40,-32:19:47.53,9766.67376,38.47,0.035,23.55,20.0,21.86,2,4.02,,2022,267.4808333333333,-32.32986944444445
KMT-2022-BLG-1475,BLG31N0408.061432,18:16:10.41,-25:59:10.79,9770.76749,23.83,0.208,21.41,20.0,20.46,1,0.76,,2022,274.04337499999997,-25.986330555555558
KMT-2022-BLG-1476,BLG31T0704.008649,18:09:33.54,-26:29:36.89,9778.45641,20.68,0.025,19.19,17.91,17.91,1,1.26,MB22379,2022,272.38974999999994,-26.493580555555557
KMT-2022-BLG-1477,BLG42N0201.000546,17:57:50.90,-30:10:16.28,9809.44394,21.51,0.038,14.75,14.75,14.75,1,1.79,MB22407,2022,269.46208333333334,-30.17118888888889
KMT-2022-BLG-1478,SAO02K0204.095429,17:53:30.38,-28:30:03.89,9775.8569,9.5,0.271,19.56,20.0,25.0,3,2.43,MB22376,2022,268.3765833333333,-28.501080555555557
KMT-2022-BLG-1479,SAO02K0207.007198,17:53:23.69,-28:06:34.20,9828.5865,52.89,0.286,18.33,18.34,18.34,2,3.76,MB22475,2022,268.34870833333326,-28.1095
KMT-2022-BLG-1480,BLG02N0105.014025,17:58:54.96,-29:28:23.99,9790.12846,28.2,0.062,18.18,18.11,18.11,1,1.53,MB22383,2022,269.7289999999999,-29.473330555555552
